,"0910817U","COLLEGE SAINTE THERESE","5 rue de l'Ancienne Eglise
",91,"MONTGERON","ESSONNE","01 69 03 39 91
","01 69 42 95 03
","0910817U@ac-versailles.fr","Collège","BARBIER","Valérie ","valeriebarbier@free.fr",,
,"0910819W","CRS SECONDAIRE D'ORSAY","11 rue de Courtaboeuf
",91,"ORSAY","ESSONNE","01 69 28 43 72
","01 69 28 24 25
","csorsay@wanadoo.fr","Lycée Général"," AUTIN","Claire","direction.cso@orange.fr",,
,"0910829G","ST SPIRE","7 rue de la Quarantaine
",91,"CORBEIL ESSONNES","ESSONNE","01 64 96 05 54
","01 60 89 34 50
","0910829G@ac-versailles.fr","Collège"," DELORMEL","Corine","college.saintspire@wanadoo.fr",,
,"0910831J","Lycée LaSalle Igny","10 avenue de la Division Leclerc
",91,"IGNY","ESSONNE","01 69 35 15 00
",,"	
accueil@lasalleigny.fr","Lycée Général - Lycée Technologique et Professionnel Agricole","Frère Vincent de l'Eglise",,"fvdl@lasalleigny.fr
direction@lasalleigny.fr",,
,"0911015J","JEANNE D'ARC","26 rue d'Etampes
",91,"DOURDAN","ESSONNE","01 64 59 72 14
","01 64 59 87 75
","0911015J@ac-versailles.fr","Collège"," HEBERT","Cédric","c.hebert@ispdourdan.org",,
,"0911747E","JEANNE D'ARC","11 boulevard Henri IV
",91,"ETAMPES","ESSONNE","01 69 16 14 40
","01 69 92 07 41
","0911747E@ac-versailles.fr","Collège"," DUBOIS","Thierry","thierry.dubois@jeannedarc-etampes.fr",,
,"0911750H","ILE DE FRANCE","Rue du Baron de Nivière
",91,"VILLEBON SUR YVETTE","ESSONNE","01 60 10 16 46
","01 60 10 54 38
","0911750H@ac-versailles.fr","Collège"," BEUGRAS ","Pierre Henri","idf.villebon@wanadoo.fr",,
,"0911824N","COLLEGE LA SALLE IGNY","10 avenue de la Division Leclerc
",91,"IGNY","ESSONNE","01 69 41 08 01
","01 69 41 35 45
","0911824N@ac-versailles.fr","Collège","Frère Vincent de l'Eglise",,"fvdl@lasalleigny.fr
direction@lasalleigny.fr",,
,"0912384X","Jeanne d'Arc","31 rue Alfred Leblanc
",91,"BRETIGNY SUR ORGE ","ESSONNE","01 60 84 11 24
","01 60 85 00 21
","0912384X@ac-versailles.fr","Lycée Général"," FUSIER","Sandrine","jda.ce.bretigny@gmail.com",,
,"0920889S","LYCEE SAINTE-GENEVIEVE","19 rue de la Station
",92,"ASNIERES SUR SEINE","HAUTS-DE-SEINE","01 47 93 05 28
","01 47 91 28 75
","institution@saintegenevieve-asnieres.com
","Lycée Général","de PONNAT","Ségolène","sdeponnat@saintegenevieve-asnieres.com ",1,1
,"0921003R","LA SALLE - SAINT NICOLAS","19 rue Victor Hugo
",92,"ISSY LES MOULINEAUX ","HAUTS-DE-SEINE","01 41 46 15 15
","01 40 93 50 90
","0921003R@ac-versailles.fr","Collège","QUINTON","Michel","quinton@st-nicolas.org",,
,"0920907L","SOPHIE BARAT","50 rue des Grillons
",92,"CHATENAY MALABRY","HAUTS-DE-SEINE","01 41 13 47 00
","01 41 13 47 05
","inscriptions.lycee@sophie-barat.net","Lycée Général et Technologique","JACQUOT","Eric","directeur.2d@sophie-barat.net",,
,"0921906X","SOPHIE BARAT","50 rue des Grillons
",92,"CHATENAY MALABRY","HAUTS-DE-SEINE","01 41 13 47 00
","01 40 91 05 07
","0921906X@ac-versailles.fr","Collège","JACQUOT","Eric","directeur.2d@sophie-barat.net",,
,"0921902T","COLLEGE SAINTE-GENEVIEVE","19 rue de la Station
",92,"ASNIERES SUR SEINE","HAUTS-DE-SEINE","01 47 93 05 28
","01 47 91 28 75
","0921902T@ac-versailles.fr","Collège","de PONNAT","Ségolène","sdeponnat@saintegenevieve-asnieres.com",,
,"0921007V","ST JUSTIN","74 rue Edouard Vaillant
",92,"LEVALLOIS PERRET","HAUTS-DE-SEINE","01 47 37 68 26
","01 47 37 33 54
","0921007V@ac-versailles.fr","Collège","ROUYERE","Marie"," m.rouyere@stemarie-stjustin.fr",,
,"0921912D","Collège Ste Marie de Neuilly","24 boulevard Victor Hugo
",92,"NEUILLY SUR SEINE","HAUTS-DE-SEINE","01 47 57 58 58
","01 47 57 35 19
","0921912D@ac-versailles.fr","Collège","DESBARRIERES","Chantal","chantal.desbarrieres@saintemariedeneuilly.fr",,
,"0922731U","Bienheureux Charles de Foucauld","7 rue Edgar Quinet
",92,"PUTEAUX","HAUTS-DE-SEINE","01 47 45 46 33
","01 49 06 18 11
","spsjneuilly@spsj.fr","Collège","BOSCHET","Adrien","direction@bcdfputeaux.fr",,
,"0920875B","Lycée Ste Marie de Neuilly","24 boulevard Victor Hugo
",92,"NEUILLY SUR SEINE","HAUTS-DE-SEINE","01 47 57 58 58
","01 47 57 42 47
","secretariat.direction@saintemariedeneuilly.fr
","Lycée Général","DESBARRIERES","Chantal","chantal.desbarrieres@saintemariedeneuilly.fr",,
,"0921907Y","ST THOMAS DE VILLENEUVE","1646 avenue Roger Salengro
",92,"CHAVILLE","HAUTS-DE-SEINE","01 41 15 95 15
","01 47 50 81 33
","0921907Y@ac-versailles.fr","Collège","de HEAULME","Marie-Dominique","dir.secondaire@stv-chaville.fr",,
,"0921918K","STE JEANNE D'ARC","27 rue des Imbergères
",92,"SCEAUX","HAUTS-DE-SEINE","01 41 13 07 87
","01 41 13 07 80
","0921918K@ac-versailles.fr","Collège","GAUTIER","Frédéric","f.gautier@jeanne-darc-sceaux.org",,
,"0920921B","ST DOMINIQUE","23 quater boulevard d'Argenson
",92,"NEUILLY SUR SEINE","HAUTS-DE-SEINE","01 40 88 92 20
","01 46 37 23 27
","a.strauss@saintdominique.net
","Lycée Général","GAVAT","Frédéric","f.gavat@saintdominique.eu",,
,"0920917X","NOTRE DAME","24 rue Alexandre Guilmant
",92,"MEUDON","HAUTS-DE-SEINE","01 46 90 00 20
","01 46 26 67 06
","institut.notre.dame@wanadoo.fr","Lycée Général","EDOU","Blandine","institut.notre.dame@wanadoo.fr",,
,"0920905J","ST JOSEPH DU PARCHAMP","6 rue du Parchamp
",92,"BOULOGNE BILLANCOURT","HAUTS-DE-SEINE","01 46 99 90 30
","01 46 05 42 10
","0920905J@ac-versailles.fr","Collège","DEBATS","Isabelle","i.debats@sjparchamp.org",,
,"0921913E","COLLEGE ND DE SAINTE CROIX","30 avenue du Roule
",92,"NEUILLY SUR SEINE","HAUTS-DE-SEINE","01 46 43 19 50
","01 46 37 23 12
","0921913E@ac-versailles.fr","Collège","KIMMEL","Sabine","direction@indsc.fr",,
,"0920906K","INSTITUT NOTRE-DAME","65 avenue du Général Leclerc
",92,"BOURG LA REINE","HAUTS-DE-SEINE","01 41 13 42 42
","01 46 61 30 41
","a.comby@indblr.asso.fr","Lycée Général","MAISON","Olivier","o.maison@indblr.asso.fr",,
,"0921018G","SAINT CHARLES NOTRE DAME","15 rue René Cassin
",92,"RUEIL MALMAISON","HAUTS-DE-SEINE","01 47 51 01 89
","01 47 08 62 11
","0921018G@ac-versailles.fr","Collège","BONNIER","Jean-Marc","jm.bonnier@scnd-rueil.fr",,
,"0920998K","SAINTE-MARIE DE CLAMART","10 rue Hévin
",92,"CLAMART","HAUTS-DE-SEINE","01 47 36 09 29
","01 46 62 67 98
","0920998K@ac-versailles.fr","Collège","RHONE","Valérie","direction.college@sjsm.fr",,
,"0921914F","ST DOMINIQUE","23 quater boulevard d'Argenson
",92,"NEUILLY SUR SEINE","HAUTS-DE-SEINE","01 40 88 92 20
","01 46 37 23 27
","0921914F@ac-versailles.fr","Collège","GAVAT","Frédéric","f.gavat@saintdominique.eu",,
,"0920894X","SAINT-GABRIEL","21 rue de la Lisette
",92,"BAGNEUX","HAUTS-DE-SEINE","01 46 57 61 22
","01 46 57 71 11
","inscription.st-gabriel@apprentis-auteuil.org","Lycée Général et Technologique","RANDON","Myriam","myriam.randon@apprentis-auteuil.org",,
,"0920936T","STE JEANNE D'ARC","7 rue de Rueil
",92,"SEVRES","HAUTS-DE-SEINE","01 45 34 23 89
","01 45 34 80 49
","0920936T@ac-versailles.fr","Collège","CAZENAVE","Jean Luc","jdacazenave@orange.fr",,
,"0920919Z","LYCEE ND DE STE CROIX","30 avenue du Roule
",92,"NEUILLY SUR SEINE","HAUTS-DE-SEINE","01 46 43 19 50
","01 47 38 74 13
","0920919Z@ac-versailles.fr","Lycée Général","KIMMEL","Sabine","direction@indsc.fr",,
,"0920902F","DUPANLOUP","4 avenue Robert Schuman
",92,"BOULOGNE BILLANCOURT","HAUTS-DE-SEINE","01 46 05 36 09
","01 41 10 87 40
","0920902F@ac-versailles.fr","Collège","de CHERMONT","Dominique","d.dechermont@dupanloup.net",,
,"0921484N","MONTALEMBERT","238 boulevard Saint-Denis
",92,"COURBEVOIE","HAUTS-DE-SEINE","01 46 67 13 00
","01 43 33 83 02
","lycee@montalembert-courbevoie.fr","Lycée Polyvalent","RUEZ","Didier","direction@montalembert-courbevoie.com",,
,"0921908Z","JEANNE D'ARC","9 boulevard de Valmy
",92,"COLOMBES","HAUTS-DE-SEINE","01 55 66 91 00
","01 41 19 90 22
","0921908Z@ac-versailles.fr","Collège","CHASSANG","Sylvie","schassang@jacolombes.com",,
,"0921015D","COLLEGE LA TRINITE","121 avenue Achille Péretti
",92,"NEUILLY SUR SEINE","HAUTS-DE-SEINE","01 47 45 46 33
","01 47 45 17 79
","0921015D@ac-versailles.fr","Collège","DARRAS","Pascaline","direction@latriniteneuilly.fr",,
,"0920985W","Lycée polyvalent La Trinité","121 avenue Achille Peretti
",92,"NEUILLY SUR SEINE","HAUTS-DE-SEINE","01 47 45 46 33
","01 47 45 17 79
","0921015D@ac-versailles.fr","Lycée Polyvalent","DARRAS","Pascaline","direction@latriniteneuilly.fr",,
,"0922340U","ST PHILIPPE","1 rue du Père Brottier
",92,"MEUDON","HAUTS-DE-SEINE","01 46 23 62 08
",,"ce.0922340U@ac-versailles.fr","Collège","CAMPOS","Thierry","thierry.campos@apprentis-auteuil.org",,
,"0921663H","JEANNE D'ARC","9 boulevard de Valmy
",92,"COLOMBES","HAUTS-DE-SEINE","01 55 66 91 00
","01 41 19 90 22
","0921663H@ac-versailles.fr","Lycée Général et Technologique","CHASSANG","Sylvie","schassang@jacolombes.com",,
,"0921901S","STE MARIE","2 rue de l'Abbaye
",92,"ANTONY","HAUTS-DE-SEINE","01 46 11 58 00
","01 46 66 87 07
","0921901S@ac-versailles.fr","Collège","RICHARD","Benoît","brichard@ism-antony.org",,
,"0920904H","STE MARIE","2 rue de l'Abbaye
",92,"ANTONY","HAUTS-DE-SEINE","01 46 11 58 00
","01 46 11 58 20
","lycee@ism-antony.org","Lycée Général","RICHARD","Benoît","brichard@ism-antony.org",,
,"0921903U","SAINT-GABRIEL","21 rue de la Lisette
",92,"BAGNEUX","HAUTS-DE-SEINE","01 46 57 61 22
","01 46 57 71 11
","inscription.st-gabriel@apprentis-auteuil.org","Collège","RANDON","Myriam","myriam.randon@apprentis-auteuil.org",,
,"0920963X","ST FRANCOIS D'ASSISE","33 bis - 35 rue Boris Vildé
",92,"FONTENAY AUX ROSES","HAUTS-DE-SEINE","01 46 61 29 95
","01 46 61 93 43
","sfa.secretariat@orange.fr","Lycée Professionnel","BOUDET","Monique","sfa.direction@orange.fr",,
,"0922653J","LA SALLE - SAINT NICOLAS","19 rue Victor Hugo
",92,"ISSY LES MOULINEAUX ","HAUTS-DE-SEINE","01 41 46 15 15
","01 40 93 50 90
","0922653J@ac-versailles.fr","Lycée Polyvalent","QUINTON","Michel","quinton@st-nicolas.org",,
,"0921932A","LP LA SALLE PASSY BUZENVAL","50 avenue Otis Mygatt
",92,"RUEIL MALMAISON","HAUTS-DE-SEINE","01 41 39 81 81
","01 41 39 81 80
","contact@passy-buzenval.com","Lycée Professionnel","ANDREI","Gabriel","g.andrei@passy-buzenval.com",,
,"0920890T","ST JOSEPH","1 rue du Bac
",92,"ASNIERES SUR SEINE","HAUTS-DE-SEINE","01 47 93 26 43
","01 47 90 03 99
","0920890T@ac-versailles.fr","Collège","LAGAILLARDE","Evelyne","directioncollege@stjo-asnieres.fr",,
,"0920897A","Notre-Dame-de-Boulogne","1 avenue Charles de Gaulle
",92,"BOULOGNE BILLANCOURT","HAUTS-DE-SEINE","01 46 99 95 75
","01 46 99 04 90
","contact@lndb.org","Lycée Général et Technologique","MIGNY","Luc","direction@lndb.org",,
,"0920908M","ST THOMAS DE VILLENEUVE","1646 avenue Roger Salengro
",92,"CHAVILLE","HAUTS-DE-SEINE","01 41 15 95 15
","01 41 15 95 00
","direction@stv-chaville.fr","Lycée Général","de HEAULME","Marie-Dominique","dir.secondaire@stv-chaville.fr",,
,"0920918Y","JEANNE D'ARC","44 rue Gabriel-Péri
",92,"MONTROUGE","HAUTS-DE-SEINE","01 42 53 18 95
","01 42 53 20 70
","didier.ruez@jamontrouge.com","Lycée Général","MATHELON","Laure","laure.mathelon@jamontrouge.com",,
,"0920928J","LEGT LA SALLE PASSY BUZENVAL","50 avenue Otis Mygatt
",92,"RUEIL MALMAISON","HAUTS-DE-SEINE","01 41 39 81 81
","01 41 39 81 80
","contact@passy-buzenval.com","Lycée Général et Technologique","ANDREI","Gabriel","g.andrei@passy-buzenval.com",,
,"0920981S","ST PHILIPPE","1 rue du Père Brottier
",92,"MEUDON","HAUTS-DE-SEINE","01 46 23 27 65
","01 46 23 62 72
","0920981S@ac-versailles.fr","Lycée Professionnel","CAMPOS","Thierry","thierry.campos@apprentis-auteuil.org",,
,"0920999L","STE GENEVIEVE","6 rue Jean Pierre Timbaud
",92,"COURBEVOIE","HAUTS-DE-SEINE","01 43 33 31 54
","01 43 34 05 86
","0920999L@ac-versailles.fr","Collège","GRAU","Jocelyne","jgrau@stgsp-courbevoie.fr",,
,"0921012A","ND DE FRANCE","3-5 rue Arblade
",92,"MALAKOFF","HAUTS-DE-SEINE","01 47 35 26 26
","01 47 35 20 30
","0921012A@ac-versailles.fr","Collège","CLEROUIN","Romuald","romuald.clerouin@notredamedefrance92.fr",,
,"0921020J","ST JOSEPH","8 rue Emile Verhaeren",92,"ST CLOUD","HAUTS-DE-SEINE","01 46 02 49 82
","01 47 71 16 07
","0921020J@ac-versailles.fr","Collège","CHATILLON","Guillaume","college@stjoseph92.com",,
,"0921365J","Centre Madeleine Daniélou","61-63 rue du Général de Miribel
",92,"RUEIL MALMAISON ","HAUTS-DE-SEINE","01 41 39 25 80
",,"cmd@danielou.org","Lycée Général","BACHMANN","Béatrice","beatrice.bachmann@danielou.org",,
,"0921916H","Centre Madeleine Daniélou (CLG)","61-63 rue du Général de Miribel
",92,"RUEIL MALMAISON ","HAUTS-DE-SEINE","01 41 39 25 80
","01 47 14 99 73
","0921916H@ac-versailles.fr","Collège","BACHMANN","Béatrice","beatrice.bachmann@danielou.org",,
,"0921905W","INSTITUT NOTRE-DAME","65 avenue du Général Leclerc
",92,"BOURG LA REINE","HAUTS-DE-SEINE","01 41 13 42 42
","01 46 61 30 41
","0921905W@ac-versailles.fr","Collège","MAISON","Olivier","o.maison@indblr.asso.fr",,
,"0921911C","JEANNE D'ARC","44 rue Gabriel Péri
",92,"MONTROUGE","HAUTS-DE-SEINE","01 49 65 61 60
","01 42 53 20 70
","0921911C@ac-versailles.fr","Collège","MATHELON","Laure","laure.mathelon@jamontrouge.com",,
,"0921915G","COLLEGE LA SALLE PASSY BUZENVAL","50 rue Otis Mygatt
",92,"RUEIL MALMAISON","HAUTS-DE-SEINE","01 41 39 81 81
","01 41 39 81 80
","0921915G@ac-versailles.fr","Collège","ANDREI","Gabriel","g.andrei@passy-buzenval.com",,
,"0922450N","NOTRE DAME","24 rue Alex Guilmant
",92,"MEUDON","HAUTS-DE-SEINE","01 46 90 00 20
","01 46 26 67 06
","0922450N@ac-versailles.fr","Collège","EDOU","Blandine","direction@indmeudon.fr",,
,"0952145R","Institut Paul RICOEUR - Collège","85 rue de Paris
",95,"LOUVRES","VAL-D'OISE","01 34 72 87 02
","01 34 31 81 05
","institutpaulricoeur@orange.fr","Collège","PERRIN-JOLY ","Sophie ","direction2nd@institut-paul-ricoeur.fr",,
,"0950823D","MARIE-THERESE","5 rue de Rouen
",95,"MAGNY EN VEXIN","VAL-D'OISE","01 34 67 11 73
","01 34 67 16 72
","0950823D@ac-versailles.fr","Collège","MOTTEUX"," Benjamin","bmotteux@marie-therese.org",,
,"0950805J","ST JEAN (LYCEE Natures et Services)","Rond Point de la Tour du Mail
",95,"SANNOIS ","VAL-D'OISE","01 34 11 46 48
","01 34 11 46 45
","ce.0950805J@ac-versailles.fr","Lycée Professionnel et horticoleLycée Professionnel et horticoleLycée Professionnel et horticoleLycée Professionnel et horticoleLycée Professionnel et horticole","ALBERT ","Grégoire ","gregoire.albert@apprentis-auteuil.org",,
,"0950796Z","ST DIDIER","1 rue Gambetta
",95,"VILLIERS LE BEL","VAL-D'OISE","01 39 90 07 54
","01 34 29 14 73
","0950796Z@ac-versailles.fr","Collège","BIDAL ","Matthieu","direction.college@saintdidier95.fr",,
,"0951508Y","Collège Notre Dame Sainte Famille","106 boulevard Charles de Gaulle
",95,"SANNOIS","VAL-D'OISE","01 39 81 22 98
","01 39 81 25 87
","0951508Y@ac-versailles.fr","Collège","ISOARD"," Caroline","cisoard@ind-sannois.fr",,
,"0950786N","LA SALLE SAINT ROSAIRE","53 rue Pierre Brossolette
",95,"SARCELLES","VAL-D'OISE","01 34 38 34 00
","01 39 92 04 29
","secretariat-direction@strosaire95.org","Lycée Général et Technologique","SENE ","Odile ","odile.sene@strosaire95.org",,
,"0951507X","ST MARTIN DE FRANCE","1 avenue de Verdun
",95,"CERGY PONTOISE ","VAL-D'OISE","01 34 25 48 00
","01 30 32 62 50
","0951507X@ac-versailles.fr","Collège","DUMAINE ","Laurent ","l.dumaine@saintmartindefrance.fr",,
,"0950762M","ST MARTIN DE FRANCE","1 avenue de Verdun
",95,"CERGY PONTOISE ","VAL-D'OISE","01 34 25 48 00
","01 30 32 62 50
","contact@saintmartindefrance.fr","Lycée Général","DUMAINE ","Laurent ","l.dumaine@saintmartindefrance.fr",,
,"0950793W","JEANNE D'ARC","2 bis boulevard Toussaint Lucas
",95,"FRANCONVILLE LA GARENNE","VAL-D'OISE","01 34 13 75 56
","01 34 22 09 39
","0950793W@ac-versailles.fr","Collège","JONOT"," Franck ","jonot.franck@jdarc95.fr",,
,"0950761L","ND DE LA COMPASSION","8 place Nicolas-Flamel
",95,"PONTOISE","VAL-D'OISE","01 34 41 61 00
","01 34 41 61 01
","direction.ndcompassion@wanadoo.fr","Lycée Polyvalent","CAMBONIE"," Bruno","bcambonie.ndc@gmail.com",,
,"0951504U","ND PROVIDENCE","7 boulevard Sadi Carnot
",95,"ENGHIEN LES BAINS","VAL-D'OISE","01 34 12 63 78
","01 34 12 52 11
","0951504U@ac-versailles.fr","Collège","RONSMANS ","Frédéric","f.ronsmans@clndp.org",,
,"0950785M","Lycée Notre Dame Sainte Famille","106 boulevard Charles de Gaulle
",95,"SANNOIS","VAL-D'OISE","01 39 81 22 98
","01 39 81 25 87
","accueil@ind-sannois.fr","Lycée Général","ISOARD"," Caroline","cisoard@ind-sannois.fr",,
,"0951505V","ND DE BURY","1 avenue Georges Pompidou
",95,"MARGENCY","VAL-D'OISE","01 34 27 38 00
","01 34 16 69 81
","0951505V@ac-versailles.fr","Collège","COLOMBO-DAQUIN ","Céline ","ccolombo-daquin@bury-rosaire.fr",,
,"0950753C","ND PROVIDENCE","7 boulevard Sadi Carnot
",95,"ENGHIEN LES BAINS","VAL-D'OISE","01 34 12 63 78
","01 34 12 52 11
","0950753C@ac-versailles.fr","Lycée Général","RONSMANS ","Frédéric","f.ronsmans@clndp.org",,
,"0952136F","ST JEAN L'HERMITAGE","Rond-point de la Tour du Mail
",95,"SANNOIS","VAL-D'OISE","01 34 11 46 37
","01 34 11 43 51
","0952136F@ac-versailles.fr","Collège","LELONG ANDRÉ ","Dominique","dominique.lelong-andre@apprentis-auteuil.org",,
,"0952158E","Institut Paul RICOEUR - Lycée","85 rue de Paris
",95,"LOUVRES","VAL-D'OISE","01 30 29 00 73
","01 34 31 81 05
","lycee.paulricoeur@gmail.com","Lycée Général et Technologique","PERRIN-JOLY ","Sophie ","direction2nd@institut-paul-ricoeur.fr",,
,"0950789S","SAINT JOSEPH","127 avenue du Maréchal Joffre
",95,"ARGENTEUIL","VAL-D'OISE","01 39 82 65 68
","01 39 82 13 52
","0950789s@ac-versailles.fr","Collège","MEUNIER","Cécile","c.meunier@stjosephargenteuil.fr",,
,"0950804H","NOTRE FAMILLE","2 rue des Pâtis
",95,"OSNY","VAL-D'OISE","01 34 35 31 20
","01 30 38 33 25
","viescolaire@lpcig-notrefamille.fr","Lycée Professionnel","GILLOIS ","Christian","cgillois@ststanislas.fr",,
,"0950758H","NOTRE  DAME","39 rue Saint-Lazare
",95,"L ISLE ADAM","VAL-D'OISE","01 34 69 01 07
","01 34 69 10 08
","0950758H@ac-versailles.fr","Collège","NAUDI-BONNEMAISON"," Jean-Marc","info@ecolenotredame.org",,
,"0950751A","COLLEGE SAINTE JEANNE D'ARC","14 rue Alsace Lorraine
",95,"BEAUMONT SUR OISE","VAL-D'OISE","01 34 70 01 10
","01 34 70 37 35
",,"Collège","ESQUIVIAS ","Soledad ","directioncollege@jeannedarcbeaumont.fr",,
,"0950763N","LE ROSAIRE","39 rue du Général de Gaulle
",95,"ST LEU LA FORET","VAL-D'OISE","01 34 18 38 00
","01 39 60 28 88
","0950763N@ac-versailles.fr","Collège","COLOMBO-DAQUIN ","Céline ","ccolombo-daquin@bury-rosaire.fr",,
,"0950752B","STE THERESE","5 rue de Paris
",95,"ECOUEN","VAL-D'OISE","01 34 04 14 00
","01 39 90 60 12
","0950752B@ac-versailles.fr","Collège","GURY ","Christophe ","ste.therese.ecouen@orange.fr",,
,"0950760K","ST STANISLAS","2 rue des Pâtis
",95,"OSNY","VAL-D'OISE","01 30 30 15 24
","01 34 24 13 24
","0950760K@ac-versailles.fr","Collège","GILLOIS ","Christian","cgillois@ststanislas.fr",,
,"0950759J","ND DE BURY","1 avenue Georges Pompidou
",95,"MARGENCY","VAL-D'OISE","01 34 27 38 00
","01 34 27 38 02
","0950759J@ac-versailles.fr","Lycée Général et Technologique","COLOMBO-DAQUIN ","Céline ","ccolombo-daquin@bury-rosaire.fr",,
,"0950788R","COLLEGE SAINTE GENEVIEVE","15/19 rue Louis Blanc
",95,"ARGENTEUIL","VAL-D'OISE","01 34 11 70 80
","01 39 80 48 90
","0950788R@ac-versailles.fr","Collège","NAUDI ","Anne-Thérèse ","at.naudi@esg95.net",,
